product_id,product_name,super_category,category,brand,base_price,discount_percent,monthly_sales_volume,avg_rating,return_rate_percent,profit_margin_percent,is_perishable,shelf_life_days,launch_date
P00417,Sensodyne Dental Floss,Personal Care,Oral Care,Sensodyne,114,20,693,3.3,34.3,37.55,No,400,2021-06-04
P00418,Tropicana Iced Tea,Beverages,Cold Drinks & Juices,Tropicana,86,10,863,4.2,18.8,36.14,No,200,2022-04-23
P00419,Heritage Flavoured Milk,Fresh,Dairy & Eggs,Heritage,177,20,1687,4.3,14.52,28.29,Yes,10,2021-10-27
P00420,Colgate Dental Floss,Personal Care,Oral Care,Colgate,147,20,393,4.0,22.87,26.97,No,525,2022-05-13
P00421,Colgate Toothpaste,Personal Care,Oral Care,Colgate,91,10,353,3.7,27.96,29.34,No,584,2021-07-09
P00422,Continental Filter Coffee,Beverages,Tea & Coffee,Continental,523,5,246,4.7,6.38,36.48,No,437,2023-12-06
P00423,Lux Conditioner,Personal Care,Bath & Body,Lux,243,0,166,3.3,36.64,31.77,No,206,2022-03-24
P00424,Vim Detergent Liquid,Household,Cleaning & Laundry,Vim,239,0,689,4.8,5.17,36.56,No,470,2022-06-26
P00425,Patanjali Shampoo,Personal Care,Bath & Body,Patanjali,127,0,153,4.3,16.58,35.12,No,667,2022-08-14
P00426,Prestige Kitchen Towels,Household,Kitchen Essentials,Prestige,109,20,278,4.2,17.37,28.77,No,625,2022-12-08
P00427,Closeup Mouthwash,Personal Care,Oral Care,Closeup,188,5,175,4.0,21.1,36.1,No,490,2020-01-22
P00428,Organic India Brinjal,Fresh,Fruits & Vegetables,Organic India,140,20,606,4.4,13.48,28.67,Yes,9,2020-01-19
P00429,Wagh Bakri Instant Coffee,Beverages,Tea & Coffee,Wagh Bakri,107,20,579,3.5,32.65,33.44,No,435,2020-11-30
P00430,Pepsodent Dental Floss,Personal Care,Oral Care,Pepsodent,117,0,473,4.3,15.55,28.0,No,458,2021-08-06
P00431,Pepsodent Dental Floss,Personal Care,Oral Care,Pepsodent,67,5,268,3.7,27.91,30.73,No,458,2023-12-05
P00432,Pigeon Cling Wrap,Household,Kitchen Essentials,Pigeon,49,5,145,4.8,4.07,25.41,No,468,2021-07-05
P00433,Fortune Olive Oil,Staples,Edible Oils & Ghee,Fortune,318,0,318,3.2,36.65,33.69,No,690,2022-01-30
P00434,Pepsi Apple Juice,Beverages,Cold Drinks & Juices,Pepsi,57,0,716,4.5,10.21,32.95,No,376,2021-05-27
P00435,Sprite Diet Soft Drink,Beverages,Cold Drinks & Juices,Sprite,118,15,618,4.5,10.1,33.08,No,276,2022-12-03
P00436,Santoor Talcum Powder,Personal Care,Bath & Body,Santoor,199,10,247,4.3,14.13,25.94,No,713,2020-09-07
P00437,Nestle Soan Papdi,Snacks,Chocolates & Sweets,Nestle,419,0,781,4.3,16.92,36.46,No,624,2021-10-26
P00438,NaturePick Carrot,Fresh,Fruits & Vegetables,NaturePick,50,15,1742,3.2,36.13,28.24,Yes,12,2023-11-10
P00439,Ariel Floor Cleaner,Household,Cleaning & Laundry,Ariel,334,5,534,3.4,33.86,26.04,No,241,2020-05-02
P00440,Parle Popcorn,Snacks,Snacks & Biscuits,Parle,52,15,879,3.7,27.68,30.33,No,535,2022-06-17
P00441,Fiama Bath Soap,Personal Care,Bath & Body,Fiama,233,10,213,3.6,28.12,29.4,No,481,2023-01-16
P00442,Dabur Red Toothbrush,Personal Care,Oral Care,Dabur Red,97,20,495,3.8,25.41,26.99,No,344,2020-05-21
P00443,Vim Bleach,Household,Cleaning & Laundry,Vim,349,20,467,4.0,22.33,32.41,No,369,2020-02-08
P00444,Glad Kitchen Towels,Household,Kitchen Essentials,Glad,204,0,473,4.6,8.57,29.75,No,337,2023-06-09
P00445,Mars Rasgulla,Snacks,Chocolates & Sweets,Mars,379,0,222,4.1,18.2,27.47,No,312,2020-12-31
P00446,FreshBasket Grapes,Fresh,Fruits & Vegetables,FreshBasket,69,0,758,4.2,18.51,30.13,Yes,13,2023-07-01
P00447,Sensodyne Toothpaste,Personal Care,Oral Care,Sensodyne,106,20,213,3.2,38.76,30.16,No,261,2022-08-16
P00448,Patanjali Hand Wash,Personal Care,Bath & Body,Patanjali,252,10,149,4.6,8.8,39.39,No,252,2021-09-14
P00449,LocalFarm Coriander,Fresh,Fruits & Vegetables,LocalFarm,45,5,2724,3.9,22.58,30.16,Yes,14,2023-07-04
P00450,Fortune Olive Oil,Staples,Edible Oils & Ghee,Fortune,446,15,762,4.3,16.65,37.5,No,364,2023-01-31
P00451,Brooke Bond Filter Coffee,Beverages,Tea & Coffee,Brooke Bond,646,20,441,4.8,6.71,31.75,No,512,2022-01-31
P00452,Nescafe Coffee Beans,Beverages,Tea & Coffee,Nescafe,346,20,658,3.6,30.3,26.11,No,440,2022-01-07
P00453,Tata Tea Herbal Tea,Beverages,Tea & Coffee,Tata Tea,135,10,757,3.2,36.41,26.64,No,186,2021-09-07
P00454,Aashirvaad Toor Dal,Staples,"Atta, Rice & Dal",Aashirvaad,445,10,996,4.1,19.71,31.42,No,276,2020-03-18
P00455,Brooke Bond Green Tea,Beverages,Tea & Coffee,Brooke Bond,371,10,634,3.6,28.77,35.5,No,589,2023-03-11
P00456,Kohinoor Chickpeas,Staples,"Atta, Rice & Dal",Kohinoor,455,15,465,4.0,22.7,29.46,No,277,2023-05-04
P00457,Oral-B Toothpaste,Personal Care,Oral Care,Oral-B,197,15,176,4.5,12.77,34.98,No,624,2022-05-03
P00458,LocalFarm Ginger,Fresh,Fruits & Vegetables,LocalFarm,117,0,1409,4.1,18.96,31.53,Yes,10,2022-10-25
P00459,Dove Shampoo,Personal Care,Bath & Body,Dove,241,15,576,4.2,16.27,33.52,No,583,2020-10-30
P00460,Freedom Sunflower Oil,Staples,Edible Oils & Ghee,Freedom,130,20,697,3.6,29.2,33.48,No,313,2020-10-03
P00461,Paper Boat Iced Tea,Beverages,Cold Drinks & Juices,Paper Boat,70,20,1472,4.9,3.57,36.37,No,452,2022-05-30
P00462,Kurkure Banana Chips,Snacks,Snacks & Biscuits,Kurkure,128,10,894,3.5,31.03,30.17,No,492,2020-12-12
P00463,Ferrero Milk Chocolate,Snacks,Chocolates & Sweets,Ferrero,95,5,393,4.4,12.47,29.07,No,267,2020-08-18
P00464,Patanjali Conditioner,Personal Care,Bath & Body,Patanjali,115,10,149,3.8,26.41,35.43,No,662,2020-02-16
P00465,Sunfeast Popcorn,Snacks,Snacks & Biscuits,Sunfeast,72,20,1460,4.5,11.65,30.65,No,324,2023-11-24
P00466,Patanjali Body Lotion,Personal Care,Bath & Body,Patanjali,62,10,320,3.3,34.6,29.55,No,457,2020-04-18
P00467,Paper Boat Diet Soft Drink,Beverages,Cold Drinks & Juices,Paper Boat,89,10,428,3.2,38.6,30.26,No,416,2022-02-18
P00468,Dettol Floor Cleaner,Household,Cleaning & Laundry,Dettol,170,5,325,4.1,19.37,26.11,No,202,2020-03-22
P00469,Freedom Mustard Oil,Staples,Edible Oils & Ghee,Freedom,482,5,189,3.8,25.06,30.62,No,421,2022-10-23
P00470,Kurkure Cream Biscuits,Snacks,Snacks & Biscuits,Kurkure,27,20,1067,3.6,29.03,34.11,No,320,2020-06-28
P00471,Oral-B Electric Toothbrush,Personal Care,Oral Care,Oral-B,206,5,402,3.6,28.46,25.44,No,517,2022-07-08
P00472,Rin Dishwash Liquid,Household,Cleaning & Laundry,Rin,287,5,391,4.4,14.7,26.36,No,620,2020-10-24
P00473,Dove Hand Wash,Personal Care,Bath & Body,Dove,100,5,428,4.6,8.44,39.56,No,506,2022-04-27
P00474,Girnar Herbal Tea,Beverages,Tea & Coffee,Girnar,255,5,230,3.4,32.08,25.21,No,453,2023-05-25
P00475,Tide Dishwash Liquid,Household,Cleaning & Laundry,Tide,106,10,231,4.4,13.43,32.46,No,660,2023-12-29
P00476,Closeup Toothbrush,Personal Care,Oral Care,Closeup,175,15,233,3.5,30.68,33.87,No,195,2021-07-06
P00477,Sprite Mixed Fruit Juice,Beverages,Cold Drinks & Juices,Sprite,36,5,1127,4.7,7.47,35.14,No,648,2021-05-20
P00478,Tata Tea Coffee Beans,Beverages,Tea & Coffee,Tata Tea,489,10,430,4.2,18.23,31.09,No,717,2023-08-06
P00479,Santoor Body Wash,Personal Care,Bath & Body,Santoor,273,0,255,4.1,19.19,28.97,No,576,2022-11-23
P00480,Pears Conditioner,Personal Care,Bath & Body,Pears,265,15,333,4.5,10.86,37.5,No,481,2023-06-09
P00481,Reliance Fresh Cabbage,Fresh,Fruits & Vegetables,Reliance Fresh,135,0,1823,3.4,34.34,25.93,Yes,13,2020-10-04
P00482,Continental Masala Tea,Beverages,Tea & Coffee,Continental,125,5,592,4.2,18.14,36.97,No,645,2020-07-03
P00483,Mars Milk Chocolate,Snacks,Chocolates & Sweets,Mars,176,0,278,4.4,13.9,38.72,No,573,2024-01-28
P00484,Harpic Toilet Cleaner,Household,Cleaning & Laundry,Harpic,124,5,470,4.2,17.98,37.75,No,328,2021-01-01
P00485,Pears Body Lotion,Personal Care,Bath & Body,Pears,198,15,366,4.3,14.35,38.03,No,387,2020-01-08
P00486,Prestige Aluminium Foil,Household,Kitchen Essentials,Prestige,294,15,446,4.6,9.82,32.6,No,402,2023-04-20
P00487,Closeup Dental Floss,Personal Care,Oral Care,Closeup,163,0,565,4.2,16.73,31.79,No,392,2020-04-10
P00488,Kohinoor Atta,Staples,"Atta, Rice & Dal",Kohinoor,68,5,359,4.3,16.51,35.53,No,269,2020-04-10
P00489,Nandini Butter,Fresh,Dairy & Eggs,Nandini,202,10,1426,4.3,16.1,31.42,Yes,13,2020-12-29
P00490,Red Label Tea Powder,Beverages,Tea & Coffee,Red Label,406,10,437,4.7,8.46,28.62,No,246,2021-08-22
P00491,Real Diet Soft Drink,Beverages,Cold Drinks & Juices,Real,104,20,961,4.1,20.09,30.82,No,291,2023-03-16
P00492,Fiama Talcum Powder,Personal Care,Bath & Body,Fiama,187,15,649,4.6,8.78,31.37,No,542,2020-09-22
P00493,Prestige Kitchen Towels,Household,Kitchen Essentials,Prestige,292,5,214,4.4,14.94,39.98,No,204,2022-08-10
P00494,Lifebuoy Conditioner,Personal Care,Bath & Body,Lifebuoy,252,15,145,3.8,25.68,30.44,No,191,2023-08-04
P00495,Emami Healthy & Tasty Mustard Oil,Staples,Edible Oils & Ghee,Emami Healthy & Tasty,149,10,541,4.1,18.97,39.91,No,521,2021-11-30
P00496,Sprite Fruit Juice,Beverages,Cold Drinks & Juices,Sprite,104,10,1308,4.0,21.42,39.47,No,319,2022-09-13
P00497,Sundrop Desi Ghee,Staples,Edible Oils & Ghee,Sundrop,423,15,845,4.6,10.78,39.16,No,713,2021-09-05
P00498,Milton Kitchen Towels,Household,Kitchen Essentials,Milton,49,5,671,4.4,14.4,26.67,No,542,2020-05-15
P00499,Fortune Desi Ghee,Staples,Edible Oils & Ghee,Fortune,427,15,713,4.1,18.5,30.92,No,371,2023-05-03
P00500,Amul Fresh Cream,Fresh,Dairy & Eggs,Amul,99,15,826,4.0,20.71,33.22,Yes,9,2021-03-18
P00501,Scotch-Brite Cling Wrap,Household,Kitchen Essentials,Scotch-Brite,231,0,211,4.8,5.33,39.63,No,674,2022-10-21
P00502,24 Mantra Toor Dal,Staples,"Atta, Rice & Dal",24 Mantra,425,20,715,4.5,10.43,26.92,No,708,2023-10-17
P00503,Aashirvaad Chickpeas,Staples,"Atta, Rice & Dal",Aashirvaad,285,15,1183,3.4,32.93,39.34,No,269,2021-11-13
P00504,Real Diet Soft Drink,Beverages,Cold Drinks & Juices,Real,25,20,1016,4.3,14.63,37.0,No,473,2021-07-20
P00505,Scotch-Brite Paper Towels,Household,Kitchen Essentials,Scotch-Brite,179,5,206,3.7,26.05,30.65,No,706,2020-07-28
P00506,Saffola Coconut Oil,Staples,Edible Oils & Ghee,Saffola,357,5,769,4.6,9.72,37.43,No,498,2023-06-09
P00507,Nestle Chocolate Bar,Snacks,Chocolates & Sweets,Nestle,79,15,1192,4.3,14.32,39.19,No,616,2022-03-13
P00508,Saffola Coconut Oil,Staples,Edible Oils & Ghee,Saffola,399,10,861,3.5,32.28,27.86,No,260,2022-08-11
P00509,Dettol Detergent Liquid,Household,Cleaning & Laundry,Dettol,179,15,460,4.4,14.13,33.02,No,417,2021-04-03
P00510,Freedom Mustard Oil,Staples,Edible Oils & Ghee,Freedom,267,10,938,4.7,6.97,32.69,No,246,2022-08-31
P00511,Dodla Ghee,Fresh,Dairy & Eggs,Dodla,246,5,805,4.5,11.81,38.09,Yes,6,2022-04-10
P00512,Patanjali Hand Wash,Personal Care,Bath & Body,Patanjali,76,10,674,4.0,21.77,36.42,No,429,2023-01-27
P00513,Fortune Rice Bran Oil,Staples,Edible Oils & Ghee,Fortune,428,5,804,4.4,13.29,25.3,No,530,2023-01-20
P00514,Fiama Shampoo,Personal Care,Bath & Body,Fiama,79,20,672,3.4,33.79,35.11,No,279,2022-06-30
P00515,Fortune Rice Bran Oil,Staples,Edible Oils & Ghee,Fortune,191,20,1051,4.6,8.98,30.32,No,242,2020-07-04
P00516,Aashirvaad Urad Dal,Staples,"Atta, Rice & Dal",Aashirvaad,437,5,409,4.0,20.87,30.77,No,637,2021-02-04
P00517,Sundrop Mustard Oil,Staples,Edible Oils & Ghee,Sundrop,391,15,815,4.9,3.03,38.66,No,188,2023-06-06
P00518,Pigeon Cling Wrap,Household,Kitchen Essentials,Pigeon,71,10,647,4.8,4.0,31.61,No,547,2020-08-12
P00519,Kurkure Bhujia,Snacks,Snacks & Biscuits,Kurkure,199,20,842,4.3,16.14,33.91,No,625,2023-01-21
P00520,Tata Sampann Chana Dal,Staples,"Atta, Rice & Dal",Tata Sampann,146,20,1113,4.6,9.08,33.74,No,475,2023-10-04
P00521,Fortune Atta,Staples,"Atta, Rice & Dal",Fortune,381,0,412,4.4,13.46,33.45,No,319,2020-06-22
P00522,Freedom Desi Ghee,Staples,Edible Oils & Ghee,Freedom,515,20,330,4.0,21.27,27.7,No,573,2021-12-28
P00523,Aashirvaad Moong Dal,Staples,"Atta, Rice & Dal",Aashirvaad,345,15,635,4.4,12.81,26.1,No,555,2020-03-09
P00524,Mother Dairy Fresh Cream,Fresh,Dairy & Eggs,Mother Dairy,178,15,1693,3.3,36.19,32.1,Yes,9,2022-08-10
P00525,Tide Detergent Liquid,Household,Cleaning & Laundry,Tide,563,0,530,4.3,16.39,35.31,No,234,2021-12-04
P00526,Dettol Bleach,Household,Cleaning & Laundry,Dettol,560,20,355,3.9,24.88,28.03,No,476,2020-12-09
P00527,Milky Mist White Eggs,Fresh,Dairy & Eggs,Milky Mist,45,15,1958,3.5,30.15,25.16,Yes,14,2020-02-25
P00528,Nestle Dark Chocolate,Snacks,Chocolates & Sweets,Nestle,567,0,666,4.5,10.76,30.76,No,461,2021-06-10
P00529,FarmFresh Ginger,Fresh,Fruits & Vegetables,FarmFresh,58,15,2190,4.6,8.78,29.48,Yes,12,2021-01-05
P00530,Ariel Floor Cleaner,Household,Cleaning & Laundry,Ariel,228,20,301,4.6,10.26,33.81,No,572,2021-05-02
P00531,Pepsodent Toothbrush,Personal Care,Oral Care,Pepsodent,197,10,151,4.3,16.27,38.26,No,351,2022-08-08
P00532,Continental Masala Tea,Beverages,Tea & Coffee,Continental,645,5,353,4.4,13.17,36.06,No,625,2020-01-25
P00533,Mars Rasgulla,Snacks,Chocolates & Sweets,Mars,373,20,783,4.8,4.29,32.03,No,542,2022-06-03
P00534,Pigeon Garbage Bags,Household,Kitchen Essentials,Pigeon,176,0,276,4.3,15.17,28.4,No,427,2023-10-08
P00535,Rin Floor Cleaner,Household,Cleaning & Laundry,Rin,400,20,136,4.3,16.5,39.82,No,280,2022-12-11
P00536,Heritage Fresh Cream,Fresh,Dairy & Eggs,Heritage,215,10,860,3.5,30.07,38.62,Yes,14,2023-09-06
P00537,Fortune Chickpeas,Staples,"Atta, Rice & Dal",Fortune,94,20,607,3.8,26.29,30.28,No,369,2020-08-15
P00538,Pears Face Wash,Personal Care,Bath & Body,Pears,279,0,385,4.8,4.83,33.59,No,511,2021-06-11
P00539,Aashirvaad Brown Rice,Staples,"Atta, Rice & Dal",Aashirvaad,245,15,883,4.9,2.77,27.81,No,362,2022-06-21
P00540,Aavin Paneer,Fresh,Dairy & Eggs,Aavin,75,15,908,3.4,34.31,36.72,Yes,6,2022-06-23
P00541,Colgate Toothpaste,Personal Care,Oral Care,Colgate,68,0,655,4.4,14.33,39.72,No,689,2020-10-31
P00542,Fiama Bath Soap,Personal Care,Bath & Body,Fiama,239,10,224,4.4,14.71,31.38,No,707,2023-12-20
P00543,Bru Herbal Tea,Beverages,Tea & Coffee,Bru,171,20,398,3.2,38.86,27.73,No,673,2020-09-05
P00544,Pigeon Garbage Bags,Household,Kitchen Essentials,Pigeon,245,0,129,3.8,26.56,34.9,No,650,2021-08-16
P00545,Patanjali Shampoo,Personal Care,Bath & Body,Patanjali,60,15,355,3.7,27.17,38.4,No,547,2022-09-23
P00546,Nandini Paneer,Fresh,Dairy & Eggs,Nandini,39,5,732,4.4,13.78,32.67,Yes,6,2023-01-12
P00547,Dabur Red Dental Floss,Personal Care,Oral Care,Dabur Red,165,0,137,3.8,25.01,29.18,No,595,2020-08-30
P00548,Emami Healthy & Tasty Olive Oil,Staples,Edible Oils & Ghee,Emami Healthy & Tasty,232,20,478,4.8,4.11,37.88,No,199,2022-08-23
P00549,Rin Dishwash Liquid,Household,Cleaning & Laundry,Rin,94,5,776,3.3,34.92,28.1,No,647,2023-06-05
P00550,Fortune Multigrain Atta,Staples,"Atta, Rice & Dal",Fortune,304,20,659,3.3,34.61,34.94,No,591,2021-10-26
P00551,FarmFresh Capsicum,Fresh,Fruits & Vegetables,FarmFresh,31,20,1606,3.8,24.36,37.87,Yes,11,2020-12-10
P00552,Pepsodent Electric Toothbrush,Personal Care,Oral Care,Pepsodent,162,5,573,3.3,34.3,27.29,No,565,2020-11-19
P00553,Amul Curd,Fresh,Dairy & Eggs,Amul,31,5,871,4.4,13.78,35.74,Yes,12,2023-11-18
P00554,Daawat Basmati Rice,Staples,"Atta, Rice & Dal",Daawat,317,15,955,3.6,28.52,29.62,No,364,2024-01-08
P00555,Tropicana Orange Juice,Beverages,Cold Drinks & Juices,Tropicana,127,0,953,3.6,28.35,32.05,No,277,2023-06-21
P00556,Sunfeast Cookies,Snacks,Snacks & Biscuits,Sunfeast,90,0,652,3.4,32.45,27.34,No,665,2022-10-15
P00557,Aashirvaad Rajma,Staples,"Atta, Rice & Dal",Aashirvaad,77,10,894,3.6,28.75,30.75,No,644,2020-03-29
P00558,FarmFresh Green Chilli,Fresh,Fruits & Vegetables,FarmFresh,60,0,2340,4.1,18.21,36.47,Yes,12,2023-04-28
P00559,Glad Paper Towels,Household,Kitchen Essentials,Glad,206,5,159,3.8,24.29,28.93,No,384,2022-02-08
P00560,24 Mantra Chana Dal,Staples,"Atta, Rice & Dal",24 Mantra,77,15,626,3.6,29.83,37.32,No,562,2020-10-06
P00561,Real Apple Juice,Beverages,Cold Drinks & Juices,Real,71,10,490,3.3,35.71,35.79,No,293,2022-08-11
P00562,Nescafe Green Tea,Beverages,Tea & Coffee,Nescafe,325,10,675,3.5,32.38,25.71,No,354,2023-03-29
P00563,Harpic Detergent Liquid,Household,Cleaning & Laundry,Harpic,580,5,481,4.0,21.39,39.78,No,618,2021-05-20
P00564,Sundrop Rice Bran Oil,Staples,Edible Oils & Ghee,Sundrop,307,20,370,4.8,6.69,33.73,No,225,2020-03-23
P00565,Paper Boat Energy Drink,Beverages,Cold Drinks & Juices,Paper Boat,142,0,761,4.0,20.25,28.7,No,596,2021-03-22
P00566,Dhara Mustard Oil,Staples,Edible Oils & Ghee,Dhara,172,0,656,4.3,14.49,33.11,No,204,2022-07-20
P00567,Thums Up Energy Drink,Beverages,Cold Drinks & Juices,Thums Up,114,15,1357,4.3,16.58,38.94,No,520,2022-12-23
P00568,Milky Mist Buttermilk,Fresh,Dairy & Eggs,Milky Mist,208,20,1400,4.2,16.62,29.73,Yes,14,2021-11-18
P00569,Dove Hand Wash,Personal Care,Bath & Body,Dove,96,15,511,4.0,20.12,34.5,No,248,2023-02-22
P00570,Pears Shampoo,Personal Care,Bath & Body,Pears,162,20,241,4.3,16.21,28.72,No,394,2021-04-06
P00571,Haldirams Soan Papdi,Snacks,Chocolates & Sweets,Haldirams,483,10,186,3.3,35.04,32.71,No,719,2020-09-08
P00572,Nescafe Herbal Tea,Beverages,Tea & Coffee,Nescafe,167,5,581,3.3,35.17,37.32,No,258,2020-08-11
P00573,Patanjali Sunflower Oil,Staples,Edible Oils & Ghee,Patanjali,231,15,382,4.7,7.56,30.59,No,480,2022-05-03
P00574,Pears Talcum Powder,Personal Care,Bath & Body,Pears,255,15,126,3.7,26.19,26.92,No,417,2022-11-30
P00575,Dabur Red Dental Floss,Personal Care,Oral Care,Dabur Red,137,10,545,4.2,18.09,27.37,No,635,2022-07-26
P00576,Haldirams Cream Biscuits,Snacks,Snacks & Biscuits,Haldirams,86,5,1197,3.8,24.86,27.31,No,331,2021-12-24
P00577,Haldirams Milk Chocolate,Snacks,Chocolates & Sweets,Haldirams,214,20,489,3.5,30.53,29.38,No,337,2020-11-26
P00578,Kohinoor Atta,Staples,"Atta, Rice & Dal",Kohinoor,344,5,906,3.6,28.55,31.56,No,215,2023-09-25
P00579,Amul Milk Chocolate,Snacks,Chocolates & Sweets,Amul,509,20,918,3.5,30.9,26.19,No,594,2022-10-19
P00580,Dhara Mustard Oil,Staples,Edible Oils & Ghee,Dhara,84,20,842,3.8,26.12,32.89,No,476,2023-03-20
P00581,Pears Talcum Powder,Personal Care,Bath & Body,Pears,97,15,186,3.4,33.65,35.38,No,591,2023-06-18
P00582,Fortune Mustard Oil,Staples,Edible Oils & Ghee,Fortune,414,0,631,4.3,15.75,36.67,No,464,2021-02-04
P00583,FreshBasket Green Chilli,Fresh,Fruits & Vegetables,FreshBasket,42,20,2487,3.5,30.95,30.93,Yes,5,2023-09-27
P00584,Mars Milk Chocolate,Snacks,Chocolates & Sweets,Mars,487,10,433,3.8,24.85,34.73,No,636,2023-02-22
P00585,Reliance Fresh Cabbage,Fresh,Fruits & Vegetables,Reliance Fresh,126,15,1473,3.5,32.18,26.53,Yes,11,2020-10-12
P00586,Tide Fabric Softener,Household,Cleaning & Laundry,Tide,390,15,569,4.9,2.2,25.6,No,564,2020-06-30
P00587,Milky Mist Flavoured Milk,Fresh,Dairy & Eggs,Milky Mist,136,5,1495,4.0,21.7,26.28,Yes,8,2021-01-15
P00588,Continental Instant Coffee,Beverages,Tea & Coffee,Continental,143,10,742,3.7,27.68,33.05,No,207,2020-01-06
P00589,Patanjali Mustard Oil,Staples,Edible Oils & Ghee,Patanjali,563,0,574,4.3,14.86,37.31,No,430,2020-02-28
P00590,Mother Dairy Ghee,Fresh,Dairy & Eggs,Mother Dairy,183,10,1443,4.0,21.31,36.13,Yes,12,2023-11-22
P00591,Amul Brown Eggs,Fresh,Dairy & Eggs,Amul,246,10,676,4.2,16.44,33.09,Yes,7,2022-01-01
P00592,Kohinoor Brown Rice,Staples,"Atta, Rice & Dal",Kohinoor,264,10,339,3.7,27.59,25.95,No,706,2021-01-31
P00593,Patanjali Body Wash,Personal Care,Bath & Body,Patanjali,125,20,464,4.7,8.48,29.73,No,488,2021-07-09
P00594,Dabur Red Toothpaste,Personal Care,Oral Care,Dabur Red,198,10,219,3.2,37.55,34.4,No,676,2022-04-23
P00595,Sunfeast Banana Chips,Snacks,Snacks & Biscuits,Sunfeast,59,20,871,4.6,10.39,31.63,No,718,2022-12-25
P00596,Santoor Body Lotion,Personal Care,Bath & Body,Santoor,79,0,254,4.8,5.44,35.33,No,551,2020-10-11
P00597,Girnar Green Tea,Beverages,Tea & Coffee,Girnar,129,0,349,3.4,34.08,29.68,No,494,2020-09-13
P00598,Patanjali Multigrain Atta,Staples,"Atta, Rice & Dal",Patanjali,403,0,311,3.2,37.45,33.53,No,381,2020-08-08
P00599,LocalFarm Spinach,Fresh,Fruits & Vegetables,LocalFarm,84,0,831,3.7,26.03,38.55,Yes,6,2023-05-17
P00600,Kohinoor Basmati Rice,Staples,"Atta, Rice & Dal",Kohinoor,64,0,567,4.6,10.83,25.77,No,536,2021-12-22
P00601,Fortune Masoor Dal,Staples,"Atta, Rice & Dal",Fortune,100,20,350,4.1,20.15,25.54,No,355,2023-01-05
P00602,NaturePick Onion,Fresh,Fruits & Vegetables,NaturePick,141,10,1049,3.9,24.87,37.29,Yes,10,2022-02-16
P00603,Paper Boat Mixed Fruit Juice,Beverages,Cold Drinks & Juices,Paper Boat,48,10,520,4.0,21.56,32.56,No,549,2023-12-14
P00604,Balaji Banana Chips,Snacks,Snacks & Biscuits,Balaji,146,0,841,3.7,27.8,35.32,No,634,2021-04-07
P00605,Prestige Garbage Bags,Household,Kitchen Essentials,Prestige,136,0,480,4.8,5.1,39.81,No,683,2023-10-08
P00606,Mother Dairy Ghee,Fresh,Dairy & Eggs,Mother Dairy,60,5,1417,3.9,23.77,38.47,Yes,7,2020-05-12
P00607,Sunfeast Marie Biscuits,Snacks,Snacks & Biscuits,Sunfeast,172,15,478,3.6,29.27,32.51,No,459,2023-08-11
P00608,Bru Herbal Tea,Beverages,Tea & Coffee,Bru,596,20,332,3.5,31.36,38.17,No,681,2022-10-15
P00609,Fortune Atta,Staples,"Atta, Rice & Dal",Fortune,427,0,289,4.0,20.08,37.31,No,514,2020-11-08
P00610,Lays Banana Chips,Snacks,Snacks & Biscuits,Lays,139,5,751,4.3,15.47,36.07,No,531,2023-01-12
P00611,Harpic Detergent Powder,Household,Cleaning & Laundry,Harpic,201,15,591,3.7,27.13,33.1,No,213,2020-12-28
P00612,Glad Food Storage Bags,Household,Kitchen Essentials,Glad,291,15,162,3.7,27.17,28.54,No,682,2023-09-13
P00613,Milton Paper Towels,Household,Kitchen Essentials,Milton,120,20,152,3.9,23.48,25.43,No,541,2021-08-05
P00614,Britannia Potato Chips,Snacks,Snacks & Biscuits,Britannia,52,10,1077,4.6,9.75,28.52,No,529,2022-02-18
P00615,Country Delight Fresh Cream,Fresh,Dairy & Eggs,Country Delight,135,10,690,4.3,14.74,30.28,Yes,14,2020-06-22
P00616,Dove Face Wash,Personal Care,Bath & Body,Dove,212,5,126,4.1,18.11,30.13,No,612,2023-03-09
P00617,Scotch-Brite Garbage Bags,Household,Kitchen Essentials,Scotch-Brite,280,20,88,4.9,3.13,34.15,No,280,2022-09-27
P00618,FreshBasket Capsicum,Fresh,Fruits & Vegetables,FreshBasket,148,10,968,4.2,17.09,33.46,Yes,12,2023-07-25
P00619,Organic India Cucumber,Fresh,Fruits & Vegetables,Organic India,32,10,2416,4.6,9.87,25.62,Yes,14,2020-07-13
P00620,Scotch-Brite Garbage Bags,Household,Kitchen Essentials,Scotch-Brite,283,15,218,3.8,24.23,27.64,No,696,2021-09-06
P00621,Bru Green Tea,Beverages,Tea & Coffee,Bru,511,10,603,4.1,20.01,31.79,No,199,2023-07-09
P00622,Lux Talcum Powder,Personal Care,Bath & Body,Lux,279,10,471,4.6,10.56,26.4,No,241,2022-12-05
P00623,Dhara Rice Bran Oil,Staples,Edible Oils & Ghee,Dhara,326,5,825,4.4,12.9,33.47,No,506,2020-05-11
P00624,Pears Body Lotion,Personal Care,Bath & Body,Pears,186,5,322,4.4,12.71,36.42,No,333,2021-01-28
P00625,FreshBasket Cucumber,Fresh,Fruits & Vegetables,FreshBasket,144,20,1847,3.9,24.72,36.97,Yes,9,2020-10-06
P00626,Nandini Cheese,Fresh,Dairy & Eggs,Nandini,194,0,1502,4.0,20.06,27.11,Yes,6,2021-10-04
